# Gleam_name               RA_gleam     Dec_gleam     S_p          S_p_error     nu_p    nu_p_error   alpha_thin     alpha_thin_error   alpha_thick   alpha_thick_error   alpha_low       alpha_low_error   alpha_high      alpha_high_error   q              q_error       z          z_ref   S_200        S_200_error    RA_vlssr     Dec_vlssr     S_vlssr      S_vlssr_error   TGSS-ADR1_name             RA_tgss    Dec_tgss    S_tgss       S_tgss_error   MRC_name        RA_mrc       Dec_mrc       S_mrc   S_mrc_error   RA_sumss     Dec_sumss    S_sumss   S_summs_error   RA_nvss       Dec_nvss      S_nvss        S_nvss_error   S_76           S_76_err      S_84           S_84_err      S_92          S_92_err      S_99            S_99_err      S_107           S_107_err     S_115           S_115_err     S_122         S_122_err     S_130           S_130_err     S_143         S_143_err     S_151         S_151_err     S_158         S_158_err      S_166         S_166_err      S_174        S_174_err     S_181        S_181_err     S_189        S_189_err      S_197        S_197_err      S_204        S_204_err      S_212        S_212_err     S_220        S_220_err      S_227        S_227_err     
  "GLEAM J042720-542220"   66.83503     -54.3723      1.3282279    0.37821522    114.0   40.0         -0.8389971     0.23911148         0.21485987    0.40912652          -0.13499266     0.09965739        -0.53512114     0.14585736         -0.32252654    0.07795548    ""         ""      1.1849512    0.010599729    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 0426-544"  66.83417     -54.37361     1.07    0.053500004   66.835335    -54.37364    0.555     0.02775         ""            ""            ""            ""             1.150282       0.10241393    1.2748983      0.08725387    1.3219191     0.07059051    1.3611671       0.069781765   1.2645957       0.0601372     1.3289889       0.0537008     1.3891734     0.052064374   1.3694735       0.051147      1.3117653     0.04644375    1.2977467     0.04427802    1.2619292     0.043159697    1.2709832     0.042973194    1.227027     0.04247183    1.2211599    0.041580223   1.1809622    0.040239252    1.2043062    0.04241539     1.2053232    0.04086949     1.172102     0.039892245   1.1555412    0.038871646    1.1893879    0.03904425    
  "GLEAM J042846+213328"   67.19455     21.558022     3.5402489    0.21078882    154.0   42.0         -0.7513915     0.08645707         0.5187528     0.21049976          0.07420825      0.076356344       -0.49962762     0.08645607         -0.35978112    0.071195066   ""         ""      3.482263     0.02196645     67.19508     21.559048     2.80848      0.140424        "TGSSADR J042846.6+213331" 67.19446   21.55863    3.8408       0.3842         ""              ""           ""            ""      ""            ""           ""           ""        ""              67.19436      21.558702     1.3050517     0.06525259     3.1157503      0.15911566    3.210115       0.14137036    3.1497986     0.13360704    3.2348287       0.13060832    3.1704435       0.12388041    3.36458         0.12061921    3.491704      0.12131113    3.471918        0.119282685   3.4725447     0.11443304    3.5506735     0.11445237    3.5721626     0.11469756     3.6151078     0.11552798     3.6318502    0.11820094    3.5192246    0.11500801    3.5398762    0.11525939     3.6026492    0.11692582     3.508091     0.11384649     3.360994     0.10857218    3.3148162    0.106534466    3.2208705    0.10507438    
  "GLEAM J043022-531821"   67.59509     -53.305836    0.9795494    0.28280696    425.0   148.0        -2.2546527     0.51522            0.9321126     0.07649837          0.93447703      0.07190811        -0.14622837     0.102750234        0.47447872     0.23885988    ""         ""      0.54541427   0.012108213    ""           ""            ""           ""              ""                         ""         ""          ""           ""             ""              ""           ""            ""      ""            67.59433     -53.307583   0.4464    0.02232         ""            ""            ""            ""             0.23453881     0.09180628    0.17292501     0.06855153    0.36773807    0.06023649    0.2626027       0.060086466   0.29879048      0.046108708   0.38617438      0.038345475   0.3019089     0.03190933    0.4111017       0.031737603   0.3954487     0.029904474   0.4072672     0.02535919    0.44537008    0.02530826     0.4527172     0.02461311     0.46716088   0.024756856   0.50266373   0.024913453   0.53197545   0.024801575    0.55367774   0.027558893    0.5557526    0.025945421    0.5780317    0.026282951   0.6284808    0.026223117    0.6172629    0.026063787   
  "GLEAM J043041-130821"   67.67213     -13.139359    0.40115085   0.027038496   269.0   14.0         -0.4608378     0.10676082         3.343027      1.6803124           1.4504876       0.14435783        -0.25975153     0.097516544        -2.5491958     0.58339024    ""         ""      0.35865742   0.008833376    ""           ""            ""           ""              "TGSSADR J043041.2-130815" 67.6719    -13.13756   0.2336       0.024          ""              ""           ""            ""      ""            ""           ""           ""        ""              67.671936     -13.137629    0.21254757    0.010627379    -0.022897303   0.079313286   0.05275059     0.062883705   0.044235013   0.05437524    0.13148427      0.052837048   0.08264802      0.03610153    0.058723014     0.031334564   0.14308433    0.02888191    0.14848715      0.027868845   0.18477233    0.027650366   0.24681689    0.025702944   0.23954976    0.022582447    0.29345223    0.023774084    0.29337916   0.025305431   0.32504755   0.024223447   0.35335317   0.022727098    0.37528968   0.02321622     0.3733376    0.02000687     0.35098255   0.017762912   0.37947744   0.01802935     0.40011927   0.018831026   
  "GLEAM J043100-611147"   67.75066     -61.196445    1.4992813    0.15013346    165.0   15.0         -0.9335214     0.08219323         1.1138207     0.1606637           0.24977839      0.079762235       -0.6878571      0.10296429         -0.8525626     0.07144238    ""         ""      1.437363     0.02052031     ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 0430-613"  67.74958     -61.198334    1.04    0.051999997   67.75213     -61.197556   0.5277    0.026385        ""            ""            ""            ""             0.9277345      0.08394462    1.0688779      0.06656019    1.1409743     0.062523775   1.1847774       0.06387392    1.2783309       0.055617873   1.3040879       0.053356245   1.3645337     0.05159577    1.4297396       0.05258386    1.505255      0.05254451    1.5426413     0.05149192    1.5104742     0.05026393     1.5215473     0.050410263    1.513694     0.05045288    1.5061164    0.05176512    1.414033     0.04867725     1.5290853    0.052676205    1.4438183    0.0518434      1.3872566    0.04904823    1.4014666    0.049380336    1.3823986    0.049647518   
  "GLEAM J043105-241206"   67.77186     -24.201698    0.40410733   0.119787104   534.0   187.0        -1.9328462     0.6932214          1.0506548     0.1868576           1.0383377       0.1644165         -0.08864491     0.102735266        1.5610484      0.7541595     ""         ""      0.17852873   0.007869095    ""           ""            ""           ""              "TGSSADR J043105.1-241205" 67.77151   -24.20155   0.12889999   0.0138         ""              ""           ""            ""      ""            ""           ""           ""        ""              67.77204      -24.201466    0.1297863     0.006489315    0.017009448    0.08394284    0.07968671     0.06330429    0.08366907    0.053378288   0.041228767     0.0548047     0.115375996     0.034575783   0.1491771       0.029652715   0.10897982    0.026174469   0.08828142      0.02310978    0.11669188    0.02523067    0.119326115   0.02290321    0.16555741    0.022290224    0.12666951    0.020704973    0.15496849   0.016853558   0.1582829    0.015477938   0.13240367   0.014421231    0.16391425   0.014850954    0.17575242   0.014431057    0.18451612   0.013983589   0.18673912   0.014506937    0.21132033   0.013996936   
  "GLEAM J043230-092317"   68.12575     -9.388128     0.5560674    0.034286637   284.0   56.0         -1.1664355     0.6634948          0.16784215    0.09312498          0.1766871       0.09553726        -0.3906945      0.08583229         0.048765477    0.14375068    ""         ""      0.53936666   0.010102262    68.12676     -9.386582     0.4771634    0.023858171     "TGSSADR J043229.8-092317" 68.12427   -9.38816    0.62240005   0.0625         ""              ""           ""            ""      ""            ""           ""           ""        ""              68.12435      -9.388171     0.24566787    0.012283394    0.49707943     0.07884919    0.51036316     0.06146635    0.47176665    0.059525635   0.45180005      0.058388423   0.44558522      0.044443198   0.55181414      0.036565885   0.48578885    0.034025215   0.46585244      0.032667115   0.50152457    0.031762194   0.5254909     0.030737022   0.5505675     0.029435946    0.50071746    0.027047003    0.5215882    0.02506387    0.54994905   0.024344042   0.522794     0.023513962    0.5662194    0.023697952    0.5454107    0.025541583    0.53053176   0.023377825   0.54150516   0.02361914     0.55566645   0.025308162   
  "GLEAM J043240-790255"   68.16856     -79.04875     0.18970075   0.03206652    204.0   40.0         -1.3411239     0.50899506         0.9568401     1.2167459           0.28706735      0.16123159        -0.80952823     0.17699568         -1.1489309     1.0454962     ""         ""      0.1911778    0.016123598    ""           ""            ""           ""              ""                         ""         ""          ""           ""             ""              ""           ""            ""      ""            68.16321     -79.048386   0.0544    0.00272         ""            ""            ""            ""             -0.0067978455  0.10868761    0.102363974    0.08332133    0.051844586   0.078315794   0.10977336      0.08932351    0.15607281      0.056361403   0.1257722       0.045654796   0.16291708    0.03751136    0.15222828      0.033027846   0.1523508     0.028496545   0.15332574    0.02509171    0.18909137    0.025697855    0.2020288     0.027462604    0.19519143   0.029997487   0.18460023   0.032063823   0.15082517   0.027241303    0.20058852   0.02993788     0.19920342   0.030390898    0.22165579   0.028705832   0.17493872   0.029066725    0.17369667   0.028871521   
  "GLEAM J043355-022957"   68.47915     -2.4992023    2.8448381    0.06589876    348.0   23.0         -0.6668475     0.07840375         1.0616953     0.09084822          0.8738192       0.07325823        -0.22646521     0.13887651         -0.41415548    0.06274004    0.53       66      2.406538     0.01136146     68.483574    -2.4993875    0.54401827   0.027200913     "TGSSADR J043354.9-022955" 68.47897   -2.49884    2.0992       0.21010001     "MRC 0431-026"  68.47875     -2.4994445    3.02    0.15100001    ""           ""           ""        ""              68.478745     -2.498927     1.6217775     0.08108888     0.8878899      0.08865832    1.0215425      0.074636      1.2198194     0.070534036   1.2704738       0.06748471    1.2955235       0.058921494   1.5236624       0.059266552   1.5326954     0.056619838   1.6706884       0.06024071    1.8308659     0.06021617    1.9538417     0.06274504    2.0429585     0.06497659     2.1065996     0.06708541     2.182826     0.06955873    2.235771     0.07045969    2.2821696    0.071124926    2.3743825    0.07383117     2.4096992    0.07548681     2.4848778    0.07765366    2.4957876    0.07762477     2.5123513    0.078180715   
  "GLEAM J043522-132627"   68.84451     -13.440895    0.39600557   0.096349776   293.0   50.0         -0.44946772    0.2146874          3.4817872     1.3220489           1.7015334       0.37243593        -0.2283806      0.07979587         -2.8808265     1.7459776     ""         ""      0.33374926   0.01602066     ""           ""            ""           ""              "TGSSADR J043522.3-132619" 68.8432    -13.43871   0.17060001   0.0184         ""              ""           ""            ""      ""            ""           ""           ""        ""              68.843185     -13.438942    0.2212706     0.01106353     -0.1461504     0.09250525    0.031236198    0.070502505   0.15632613    0.06133823    0.1503479       0.06068687    0.07758712      0.045003455   0.14120576      0.038148034   0.1276683     0.03487147    0.098950535     0.03516402    0.14954978    0.031688586   0.17376094    0.028732477   0.16839395    0.027774563    0.15970157    0.026945353    0.22767304   0.028931195   0.2920052    0.027189946   0.34498277   0.025493175    0.43016845   0.02873285     0.34247273   0.023231547    0.3447976    0.020701602   0.3388381    0.02015723     0.33037898   0.021856502   
  "GLEAM J043545-120602"   68.94039     -12.100614    0.79911655   0.027916797   284.0   60.0         -1.2259641     0.13422109         0.50847673    0.08660673          0.44290164      0.06859639        -0.6054517      0.15478861         -0.29907778    0.19831967    ""         ""      0.7532046    0.011495025    ""           ""            ""           ""              "TGSSADR J043545.6-120559" 68.94022   -12.09993   0.7302       0.073300004    "MRC 0433-122"  68.93792     -12.100278    0.78    0.039         ""           ""           ""        ""              68.939964     -12.099985    0.2516798     0.012583991    0.46932468     0.08006255    0.5980478      0.061827607   0.41631252    0.05145344    0.5524297       0.054442782   0.50318414      0.041263603   0.569559        0.035980884   0.5738429     0.03618271    0.6372421       0.03612725    0.6345405     0.032818332   0.6834377     0.03241066    0.6625786     0.029902894    0.66281265    0.0307716      0.71880484   0.03217793    0.7677435    0.032268506   0.8005016    0.03186415     0.75799906   0.031769924    0.7789989    0.029403074    0.716278     0.026305966   0.7330675    0.026684629    0.73993146   0.02658156    
  "GLEAM J043700-564755"   69.25098     -56.798695    0.37339634   0.029031107   322.0   64.0         -0.78662866    0.44527555         0.9596157     0.4828219           0.7002439       0.11532884        -0.18122236     0.105401084        -0.3409211     0.46809393    ""         ""      0.32121325   0.011857652    ""           ""            ""           ""              ""                         ""         ""          ""           ""             ""              ""           ""            ""      ""            69.25296     -56.799835   0.2612    0.01306         ""            ""            ""            ""             0.17125997     0.0859035     0.07051808     0.05863607    0.18711354    0.053895332   0.12623371      0.05053508    0.13619329      0.04175444    0.18799059      0.033317562   0.22709739    0.0310843     0.25744393      0.029623838   0.24928606    0.024409633   0.25238732    0.021113077   0.26684642    0.021209816    0.29058465    0.021511586    0.2982223    0.02147881    0.32809988   0.022476465   0.3361685    0.02285668     0.27520603   0.025501806    0.3565729    0.023047501    0.34262556   0.021971704   0.30562547   0.02095644     0.36464107   0.02093971    
  "GLEAM J043746+104803"   69.44495     10.800989     0.73650867   0.03359443    136.0   65.0         -0.6271234     0.082937695        2.0780826     1.0763315           -0.08252026     0.08054668        -0.5914848      0.083815455        -0.61613715    0.20609534    ""         ""      0.675338     0.016692135    69.44676     10.800019     0.5910923    0.029554615     "TGSSADR J043746.9+104807" 69.44579   10.80207    0.84929997   0.085099995    ""              ""           ""            ""      ""            ""           ""           ""        ""              69.445755     10.801847     0.21454757    0.010727379    0.6941658      0.10802995    0.46651942     0.087893754   0.6443516     0.07827415    0.6219378       0.07838498    0.7453796       0.056521866   0.7029523       0.04775555    0.7849844     0.04550512    0.75918984      0.043988474   0.7603143     0.04021737    0.69753766    0.036461502   0.68320304    0.03484531     0.67533493    0.033294223    0.71426904   0.038556673   0.71406394   0.037612032   0.7082908    0.036661677    0.67835116   0.036254887    0.7549045    0.04031423     0.64806926   0.035964698   0.6133578    0.037577752    0.5969325    0.03606727    
  "GLEAM J043821-071619"   69.59109     -7.272211     2.1443224    0.056360383   211.0   48.0         -0.8405994     0.07471245         0.6185627     0.122451104         0.29742497      0.09636435        -0.53323144     0.124355346        -0.4721343     0.057514872   ""         ""      2.1147606    0.010873681    69.590126    -7.2690454    1.2886271    0.06443136      "TGSSADR J043821.6-071618" 69.59011   -7.2718     2.2948       0.22960001     "MRC 0435-073"  69.590836    -7.272222     2.08    0.103999995   ""           ""           ""        ""              69.59027      -7.2718215    0.7963604     0.03981802     1.3688756      0.107506305   1.4242549      0.0883104     1.6450015     0.08363898    1.8096014       0.08365941    1.7524277       0.07119811    1.8464128       0.06597719    1.9524952     0.06772963    1.9336555       0.06643397    2.0292299     0.065304354   2.0311494     0.06445663    2.0480256     0.0647188      2.0325928     0.06367663     2.1242883    0.0666037     2.148702     0.06705598    2.1332107    0.06610994     2.1515915    0.06688662     2.1522276    0.06751865     2.1094594    0.06568177    2.0984309    0.06532753     2.0825782    0.065386236   
  "GLEAM J043831-431332"   69.63189     -43.225807    1.4913329    0.3195722     102.0   38.0         -0.5462076     0.08572406         0.094084844   0.1273137           -0.18079655     0.099428825       -0.5462076      0.11655761         -0.29037508    0.07375973    ""         ""      1.3013626    0.010497961    ""           ""            ""           ""              "TGSSADR J043831.3-431331" 69.63073   -43.22546   0.599        0.0605         "MRC 0436-433"  69.6325      -43.225555    1.0     0.05          69.631165    -43.225693   0.6062    0.03031         ""            ""            ""            ""             1.555175       0.08049989    1.4690143      0.06845639    1.4508395     0.06360085    1.4201956       0.060321264   1.453145        0.056161102   1.5010518       0.052970935   1.4779686     0.052526485   1.4705174       0.051078174   1.4536066     0.05025432    1.4426931     0.048281223   1.4165027     0.047174696    1.41683       0.04698249     1.3915014    0.046684314   1.360766     0.044326995   1.3503838    0.043812577    1.2981565    0.042292718    1.2568765    0.042557057    1.2843127    0.043486804   1.3385823    0.044508547    1.1770838    0.041661132   
  "GLEAM J043838-084822"   69.65939     -8.8062105    0.6892027    0.053994067   285.0   22.0         -0.3212766     0.093138166        2.2440927     1.8662066           0.8248361       0.10174717        -0.168233       0.103317976        -1.2174152     0.25055152    ""         ""      0.643259     0.009808118    ""           ""            ""           ""              "TGSSADR J043837.8-084821" 69.65777   -8.80591    0.4883       0.049200002    ""              ""           ""            ""      ""            ""           ""           ""        ""              69.65773      -8.805887     0.47001728    0.023500865    0.18128075     0.08516756    0.15250002     0.06539318    0.28406936    0.05688262    0.26403785      0.057487532   0.35324112      0.043809563   0.31959683      0.038100284   0.42812607    0.034348365   0.39249903      0.034169734   0.51008815    0.031269707   0.5651765     0.030859923   0.529371      0.028510297    0.58206254    0.028956981    0.6209948    0.02686753    0.5983477    0.025473071   0.63700926   0.025146388    0.63555235   0.025900168    0.6815688    0.028133642    0.67267156   0.027020926   0.6739082    0.026872272    0.62981725   0.026057096   
  "GLEAM J043847-051914"   69.69611     -5.320786     0.33853692   0.020325083   181.0   52.0         -0.6189299     0.12132462         1.3794589     0.8728492           0.19955136      0.09679847        -0.46097124     0.08645442         -0.68319744    0.30492786    ""         ""      0.33900097   0.009511078    ""           ""            ""           ""              "TGSSADR J043847.0-051912" 69.69594   -5.32005    0.343        0.034900002    ""              ""           ""            ""      ""            ""           ""           ""        ""              69.695816     -5.320217     0.13234892    0.0066174464   0.09309394     0.09115808    0.24231537     0.06895683    0.22986104    0.06525495    0.25531235      0.060815055   0.2905227       0.050748464   0.28695083      0.041814737   0.35157403    0.038032304   0.2701005       0.03657184    0.30317095    0.026815834   0.35671136    0.023954775   0.30250987    0.022272151    0.35340852    0.022284945    0.3703956    0.02388937    0.3486244    0.020535909   0.31813174   0.019265782    0.34127244   0.020511637    0.33151168   0.02208065     0.3362781    0.021623746   0.3104291    0.02116612     0.34787464   0.021321954   
  "GLEAM J044012+113358"   70.05053     11.566341     2.4328814    0.12671782    151.0   16.0         -0.75931215    0.13871454         0.76684743    0.45904073          0.09611292      0.083422594       -0.6075689      0.1867055          -0.65541244    0.051433485   ""         ""      2.2791436    0.016713135    70.05272     11.56769      0.8807586    0.04403793      "TGSSADR J044012.4+113403" 70.05185   11.56773    3.2694       0.327          "MRC 0437+114"  70.04958     11.5675       2.65    0.13250001    ""           ""           ""        ""              70.05172      11.567731     0.7597015     0.037985075    1.7080489      0.11765916    2.0162303      0.1063674     2.1005545     0.09996631    2.1511357       0.096702084   2.2537794       0.086538345   2.2267017       0.07816085    2.4044237     0.08098325    2.388652        0.079685695   2.4556408     0.080380075   2.424809      0.07807111    2.4381728     0.07800892     2.4155893     0.07718771     2.3675163    0.07768743    2.4137936    0.078862846   2.3852973    0.07779828     2.3504765    0.0760436      2.2491822    0.07542724     2.2065592    0.072684094   2.2810915    0.07571032     2.1724095    0.07290774    
  "GLEAM J044024-470956"   70.101555    -47.16556     1.7500535    0.27367458    79.0    26.0         -0.8220689     0.3116888          ""            ""                  -0.24524431     0.08028363        -0.49648815     0.07568989         -0.21604058    0.047480017   ""         ""      1.4413946    0.010726739    ""           ""            ""           ""              "TGSSADR J044024.2-470958" 70.10116   -47.16629   1.2321       0.1238         "MRC 0438-472"  70.10167     -47.165554    1.19    0.059500005   70.10083     -47.166584   0.7284    0.03642         ""            ""            ""            ""             1.7113324      0.09855337    1.8041781      0.081598826   1.7926579     0.07665724    1.6872852       0.07279645    1.6427485       0.06396829    1.6975008       0.0617794     1.7191978     0.06031213    1.6880438       0.05786653    1.5905823     0.0522173     1.5987903     0.051041313   1.5678449     0.049674485    1.5556754     0.049034737    1.5363755    0.049028672   1.53554      0.048700824   1.5102043    0.04829575     1.4730989    0.047063954    1.4363937    0.048087142    1.4308062    0.047424916   1.3981676    0.046754893    1.360588     0.045556393   
  "GLEAM J044027-451328"   70.113106    -45.22454     1.6443452    0.35196608    137.0   30.0         -1.066054      0.9133462          0.0472157     0.33443168          -0.017423756    0.07244836        -0.44656402     0.10289898         -0.43771088    0.0675945     ""         ""      1.5286294    0.010995363    ""           ""            ""           ""              "TGSSADR J044027.1-451327" 70.11304   -45.22427   0.5479       0.0556         "MRC 0438-453"  70.113335    -45.225       1.22    0.061         70.11275     -45.223778   0.8217    0.041085        ""            ""            ""            ""             1.2395188      0.08548045    1.5115314      0.07396241    1.6224691     0.07295878    1.6039748       0.06987812    1.577282        0.06355605    1.6425457       0.05999654    1.6482089     0.057371896   1.6355032       0.055730946   1.6012033     0.053038906   1.6330491     0.052596226   1.5924988     0.050942916    1.6312926     0.051669702    1.6079916    0.051621933   1.6231802    0.05126829    1.5771726    0.050613463    1.5440784    0.049547262    1.4927763    0.049406603    1.527112     0.05029995    1.4962839    0.049405243    1.4895327    0.049401417   
  "GLEAM J044033-422918"   70.141       -42.488487    1.957754     0.060259186   231.0   46.0         -0.66120833    0.22937799         0.9138766     0.39538708          0.45098072      0.088370495       -0.3368733      0.11519289         -0.6496965     0.054316923   ""         ""      1.92755      0.0093031395   ""           ""            ""           ""              "TGSSADR J044033.7-422916" 70.14067   -42.48791   0.93590003   0.0941         "MRC 0438-425"  70.14042     -42.488335    1.9     0.095         70.140045    -42.488415   1.21      0.0605          ""            ""            ""            ""             1.0328745      0.073690444   1.2590253      0.06256846    1.3095258     0.061199106   1.3634671       0.06017222    1.4499111       0.055716608   1.6134936       0.056702465   1.6217642     0.055336658   1.7424327       0.058927856   1.7843974     0.058434196   1.8628793     0.0599192     1.8764387     0.059491884    1.906129      0.060085393    1.9746088    0.06252573    1.9485812    0.061071556   1.9290221    0.060150616    1.9100078    0.059500203    1.9107541    0.06095554     1.9469563    0.061259758   1.9243742    0.060504675    1.9301236    0.061358664   
  "GLEAM J044137-430138"   70.40782     -43.027252    0.4338932    0.10528187    257.0   50.0         -0.89578485    0.36060768         3.5265307     1.9024885           1.5370125       0.15662928        -0.42561916     0.09744349         -1.1649541     0.77818763    ""         ""      0.36716652   0.009841538    ""           ""            ""           ""              "TGSSADR J044137.6-430140" 70.40674   -43.02787   0.0876       0.012800001    ""              ""           ""            ""      ""            70.40621     -43.0275     0.1851    0.009255        ""            ""            ""            ""             -0.031155756   0.06662885    -0.066661194   0.05186536    0.0690121     0.04730259    0.08613733      0.04458534    0.0582974       0.036624376   0.053610742     0.029263627   0.102945656   0.027151423   0.18398274      0.026806667   0.22977343    0.024534019   0.22203274    0.022247534   0.28195035    0.021967571    0.3103718     0.020657398    0.28056395   0.021853345   0.32648963   0.020692144   0.31985965   0.019078203    0.3626364    0.019084122    0.38102522   0.022604292    0.38209963   0.021765748   0.3999229    0.022211088    0.43899685   0.024724685   
  "GLEAM J044139-270716"   70.4156      -27.121288    0.2648428    0.029895496   220.0   44.0         -0.7260209     0.36131015         0.67358845    0.88938385          0.2639692       0.09492233        -0.41049838     0.11621226         -0.34369615    0.402924      ""         ""      0.27126873   0.007547032    ""           ""            ""           ""              "TGSSADR J044139.6-270714" 70.41502   -27.12067   0.25820002   0.0282         ""              ""           ""            ""      ""            ""           ""           ""        ""              70.41506      -27.1213      0.11871965    0.005935983    0.11943545     0.082137145   0.099723086    0.06401197    0.24225773    0.055458598   0.1787033       0.05474138    0.18061621      0.036355086   0.27251115      0.03107218    0.21639134    0.027179746   0.22285017      0.025554383   0.27770978    0.02594807    0.23158549    0.022866407   0.21049735    0.022315452    0.26546493    0.021694673    0.2741415    0.02111835    0.2705687    0.020493435   0.2828509    0.018591177    0.26559556   0.017887754    0.2709396    0.01519902     0.24777392   0.013880976   0.25517035   0.0137678515   0.27508444   0.014819738   
  "GLEAM J044408-431511"   71.033745    -43.25309     0.2234026    0.12959856    302.0   60.0         -1.4609983     0.5962782          1.1877918     1.096181            0.3490238       0.16550937        -0.41565406     0.08091995         0.014292975    0.8651409     ""         ""      0.18503274   0.009866643    ""           ""            ""           ""              "TGSSADR J044407.6-431511" 71.03182   -43.25323   0.0665       0.0093         ""              ""           ""            ""      ""            71.03284     -43.252888   0.0899    0.004495        ""            ""            ""            ""             -0.010841949   0.06969363    0.117206916    0.054084484   -0.062171847  0.04532441    0.10653797      0.04418767    0.102838725     0.03774554    0.15132335      0.031308666   0.15671209    0.02787604    0.17501818      0.026491119   0.16631007    0.022650195   0.17715155    0.021420883   0.14354791    0.019558474    0.16518642    0.018610105    0.21171473   0.018950073   0.1823375    0.019028872   0.15783091   0.017682904    0.18903744   0.01734875     0.18694861   0.020154355    0.17226806   0.018767916   0.16678813   0.019876903    0.22016434   0.023137262   
  "GLEAM J044430+064520"   71.12572     6.755775      1.2913078    0.08526704    76.0    34.0         -0.8139249     0.10556937         ""            ""                  -0.39415985     0.098907426       -0.8139249      0.10556937         -0.3273929     0.09765294    ""         ""      0.94197005   0.013463785    71.12771     6.7541485     0.83955747   0.041977875     "TGSSADR J044430.1+064520" 71.12572   6.7556      1.1156       0.1117         "MRC 0441+066"  71.12292     6.754722      0.72    0.036000002   ""           ""           ""        ""              71.12565      6.755657      0.20734642    0.010367322    1.1408834      0.10895034    1.3684577      0.08398732    1.2652681     0.07167012    1.1827275       0.07090508    1.2372957       0.06293641    1.2417606       0.057383727   1.2478058     0.054640785   1.2312433       0.053576414   1.1697526     0.04607393    1.1033317     0.041932356   1.0536822     0.04020724     1.0297259     0.03899059     0.97585213   0.042000826   1.0100807    0.04068667    0.9983775    0.03963596     0.9520327    0.037604272    0.9329534    0.040234998    0.9026535    0.037425354   0.90553135   0.037536938    0.9140539    0.03754884    
  "GLEAM J044439+054621"   71.16285     5.7726574     1.4246799    0.10863922    243.0   48.0         -0.76718086    0.14996648         0.26784405    0.10931868          0.15728433      0.07940792        -0.32510006     0.099987514        -0.2862134     0.08778177    ""         ""      1.3883866    0.013763799    71.16375     5.77087       0.83876216   0.041938107     "TGSSADR J044439.0+054613" 71.16289   5.77036     1.3338001    0.1335         "MRC 0441+056"  71.16292     5.775833      1.47    0.0735        ""           ""           ""        ""              71.16286      5.7703357     0.7814981     0.039074905    1.3204172      0.115947746   1.0580351      0.07778761    1.1903735     0.07235312    1.1770769       0.07267524    1.2164184       0.06338607    1.3420082       0.06017562    1.3837023     0.058841936   1.3722134       0.057031237   1.369505      0.05230177    1.385689      0.05009853    1.3991323     0.049605306    1.3939435     0.04912962     1.3884907    0.05127609    1.3845941    0.049764767   1.403511     0.04988368     1.4215169    0.0487599      1.3660078    0.0490674      1.3837727    0.048473224   1.3943111    0.049123168    1.3990779    0.049505096   
  "GLEAM J044513-220857"   71.30543     -22.14934     0.89065295   0.11152965    129.0   23.0         -0.65379673    0.09394748         2.7039888     1.2835435           -0.13663712     0.09017684        -0.6417841      0.10466464         -0.6541922     0.13321272    ""         ""      0.85026765   0.008139767    71.308556    -22.1494      0.66064125   0.033032063     "TGSSADR J044513.6-220857" 71.30699   -22.14925   0.8438       0.0845         ""              ""           ""            ""      ""            ""           ""           ""        ""              71.30693      -22.149006    0.22552687    0.011276344    0.55518353     0.07684359    0.64828926     0.06197263    0.9181729     0.056951582   0.90237695      0.058816954   0.9479731       0.04477132    0.87835604      0.040244322   0.8636791     0.03682138    0.88147974      0.037029017   0.8807421     0.033857744   0.8676389     0.032720752   0.8542572     0.031152433    0.84222245    0.030841267    0.82215494   0.028795738   0.81799775   0.02821365    0.81414807   0.027854633    0.8149326    0.02776154     0.79052836   0.027367555    0.7586398    0.026244527   0.74430025   0.025550248    0.7167068    0.024794469   
  "GLEAM J044605-312246"   71.52343     -31.379536    0.2225534    0.024280438   276.0   98.0         -1.283179      0.18544915         0.34117827    0.14235435          0.31945282      0.11175864        -0.5658721      0.11290747         0.0364627      0.35257238    ""         ""      0.22094893   0.008021242    ""           ""            ""           ""              "TGSSADR J044605.9-312252" 71.52477   -31.38119   0.2479       0.026700001    ""              ""           ""            ""      ""            71.52392     -31.380917   0.1222    0.00611         71.524284     -31.381104    0.07048331    0.0035241656   0.21061358     0.065295205   0.21342285     0.05097953    0.18159522    0.044856377   0.08037564      0.04559919    0.18503426      0.034468394   0.13757864      0.029389085   0.14855777    0.026834818   0.1884881       0.025414616   0.1846832     0.021256767   0.2189078     0.020059189   0.18157125    0.01784383     0.18152651    0.01738846     0.20603289   0.015843038   0.20371659   0.014657828   0.22088234   0.015029589    0.22868383   0.014251309    0.22616558   0.015412126    0.21268478   0.01516691    0.20817521   0.01545592     0.20125876   0.015987631   
